product_id,name,category,price,stock
df98d583-b6d9-4bca-8a97-4f1561885791,Tênis 276,moda,417.63,1
a02273b7-1253-4d72-b121-8eeeb54002ec,Jaqueta 962,moda,373.09,77
7e3aa0c5-d86d-46ba-9d39-89344714e061,Smartphone 907,eletrônicos,3652.76,10
8cb2ba6f-15ae-428f-8592-1fca88d066ce,Mochila 812,esportes,212.4,51
25eb0657-4274-4f60-bb9d-8c651fdc2880,Calça Jeans 341,moda,221.49,65
2658be9a-54ed-48d7-8ba8-bd47f66bfdee,Bola 290,esportes,160.81,103
06d0dd10-f39e-4753-8681-d71932e0d304,Smart TV 424,eletrônicos,1490.67,41
f3d2806f-c57e-4328-94a9-f005ba8f0264,Romance 285,livros,77.95,48
8d071a9e-e80a-4489-a6a6-c33a66e6f255,Calça Jeans 997,moda,202.58,110
618557c3-8ff9-4d62-861a-d89c3138f62e,Notebook 241,eletrônicos,2182.61,136
ff7fd01f-5f5e-4b0b-9232-cf88dbfe713f,Calça Jeans 667,moda,218.58,50
c354f708-4890-490e-a7d1-b3edd5c00e81,Skate 576,esportes,432.96,81
85728c82-f134-44c8-a320-161863432fd0,Boné 577,moda,32.31,72
56986ece-e2e2-4f17-9004-fc00340ed740,Bola 675,esportes,116.87,106
428a35e9-4861-4a73-95a4-38c59f5ae9f4,Mochila 972,esportes,106.28,33
01b646c0-f0b8-4cec-bd21-ce0de32088b7,Mochila 810,esportes,109.92,123
5f109666-964d-4399-b568-8d727633b879,Panela 503,casa,199.4,70
e59cd12e-4bdf-4d40-aaee-457afe720a77,Bola 582,esportes,131.46,89
6f0b885b-c26e-497a-9b35-e8c5d1ee0c01,Livro Técnico 232,livros,64.58,108
f711abf5-9e1b-4d42-aca2-0f727f7290e2,Mochila 330,esportes,219.65,103
4e1d98e6-d02e-4671-ac19-4ba116a7cafd,Smart TV 671,eletrônicos,2962.56,149
c41a56a4-8d14-41b2-8d61-d5574ad31e4f,Autoajuda 392,livros,91.77,44
ec5e8f9f-9fec-492c-8ea6-d88d6b5220e7,Caixa de Som 458,eletrônicos,783.85,32
3948ba42-592a-49a0-8217-f1f9dc06b37f,Panela 523,casa,200.44,108
3bf9f816-4eaf-4144-9252-1840dc3452bd,Caixa de Som 171,eletrônicos,754.2,20
6ade4487-07de-41a2-a0e5-207d03c2b163,Livro Técnico 436,livros,75.11,148
41ee3c47-224b-42c0-8247-695a7bce42be,Tênis 580,moda,569.75,16
3f2d0757-7b4b-4f48-bb1d-138cfca8c59b,Smart TV 133,eletrônicos,1220.21,2
9087e7ac-3fe8-442f-b58f-1559b59e55ba,Panela 807,casa,177.05,22
1340de52-d960-4063-b2e4-1325a27a33d5,Bicicleta 991,esportes,2414.49,69
bae57d0e-be21-463e-a9d5-ab75e88f7038,Romance 226,livros,54.18,48
0a4041bd-d33c-4d37-8d5a-b16a89a8f18b,Smart TV 727,eletrônicos,3992.28,8
e2967e74-08e1-4701-b2d2-d073c22267a8,Bola 212,esportes,142.53,86
a6eed37b-4a44-41f8-8d47-2bd07223e2c5,História 270,livros,65.67,137
db225942-8a9e-4229-ae8b-b2985d101a64,Bola 994,esportes,91.09,24
9873e85b-cf76-49b1-976e-42750a4f666f,Smart TV 633,eletrônicos,1533.91,37
